-8.423659205436706543e-01,2.263171412050724030e-02,6.723350882530212402e-01,-3.655414184322580695e-05,1.790770693332888186e-05,1.521550875622779131e-04,1.000000000000000000e+00,7.109261350706219673e-04,1.094272732734680176e-02,-2.665350912138819695e-04,4.161882316111586988e-06,-5.374208558350801468e-04,-1.094134245067834854e-02,-9.065666235983371735e-04,-1.085297763347625732e-02,-3.743519773706793785e-04,2.825972333084791899e-04,3.449707292020320892e-04,1.093433145433664322e-02,-4.031972785014659166e-04
-8.423662781715393066e-01,2.263178490102291107e-02,6.723350882530212402e-01,-3.655319233075715601e-05,1.791226350178476423e-05,1.521004160167649388e-04,1.000000000000000000e+00,7.120784721337258816e-04,1.094262208789587021e-02,-2.662593906279653311e-04,5.202352992839109902e-10,-5.333982990123331547e-04,-1.094183605164289474e-02,-9.071549284271895885e-04,-1.085315365344285965e-02,-3.744004352483898401e-04,2.818147477228194475e-04,3.477027057670056820e-04,1.093527954071760178e-02,-4.030877025797963142e-04
-8.423662781715393066e-01,2.263178490102291107e-02,6.723350882530212402e-01,-3.655319233075715601e-05,1.791226168279536068e-05,1.521004160167649388e-04,1.000000000000000000e+00,7.120787631720304489e-04,1.094262208789587021e-02,-2.662593906279653311e-04,6.502945019493458489e-14,-5.333979497663676739e-04,-1.094183605164289474e-02,-9.071549284271895885e-04,-1.085315365344285965e-02,-3.744004352483898401e-04,2.818147186189889908e-04,3.477027057670056820e-04,1.093527954071760178e-02,-4.030877025797963142e-04
-8.423662781715393066e-01,2.263178490102291107e-02,6.723350882530212402e-01,-3.655319233075715601e-05,1.791226168279536068e-05,1.521004160167649388e-04,1.000000000000000000e+00,7.120787631720304489e-04,1.094262208789587021e-02,-2.662593906279653311e-04,4.667771924830609639e-19,-5.333979497663676739e-04,-1.094183605164289474e-02,-9.071549284271895885e-04,-1.085315365344285965e-02,-3.744004352483898401e-04,2.818147186189889908e-04,3.477027057670056820e-04,1.093527954071760178e-02,-4.030877025797963142e-04
-8.423662781715393066e-01,2.263178490102291107e-02,6.723350882530212402e-01,-3.655319233075715601e-05,1.791226168279536068e-05,1.521004160167649388e-04,1.000000000000000000e+00,7.120787631720304489e-04,1.094262208789587021e-02,-2.662593906279653311e-04,6.284892444783761992e-20,-5.333979497663676739e-04,-1.094183605164289474e-02,-9.071549284271895885e-04,-1.085315365344285965e-02,-3.744004352483898401e-04,2.818147186189889908e-04,3.477027057670056820e-04,1.093527954071760178e-02,-4.030877025797963142e-04
-8.423662781715393066e-01,2.263178490102291107e-02,6.723350882530212402e-01,-3.655319233075715601e-05,1.791226168279536068e-05,1.521004160167649388e-04,1.000000000000000000e+00,7.120787631720304489e-04,1.094262208789587021e-02,-2.662593906279653311e-04,4.665704490287109915e-20,-5.333979497663676739e-04,-1.094183605164289474e-02,-9.071549284271895885e-04,-1.085315365344285965e-02,-3.744004352483898401e-04,2.818147186189889908e-04,3.477027057670056820e-04,1.093527954071760178e-02,-4.030877025797963142e-04
-8.423662781715393066e-01,2.263178490102291107e-02,6.723350882530212402e-01,-3.655319233075715601e-05,1.791226168279536068e-05,1.521004160167649388e-04,1.000000000000000000e+00,7.120787631720304489e-04,1.094262208789587021e-02,-2.662593906279653311e-04,1.104225242435086872e-19,-5.333979497663676739e-04,-1.094183605164289474e-02,-9.071549284271895885e-04,-1.085315365344285965e-02,-3.744004352483898401e-04,2.818147186189889908e-04,3.477027057670056820e-04,1.093527954071760178e-02,-4.030877025797963142e-04
-8.423662781715393066e-01,2.263178490102291107e-02,6.723350882530212402e-01,-3.655319233075715601e-05,1.791226168279536068e-05,1.521004160167649388e-04,1.000000000000000000e+00,7.120787631720304489e-04,1.094262208789587021e-02,-2.662593906279653311e-04,3.564439197351770413e-20,-5.333979497663676739e-04,-1.094183605164289474e-02,-9.071549284271895885e-04,-1.085315365344285965e-02,-3.744004352483898401e-04,2.818147186189889908e-04,3.477027057670056820e-04,1.093527954071760178e-02,-4.030877025797963142e-04
-8.423662781715393066e-01,2.263178490102291107e-02,6.723350882530212402e-01,-3.655319233075715601e-05,1.791226168279536068e-05,1.521004160167649388e-04,1.000000000000000000e+00,7.120787631720304489e-04,1.094262208789587021e-02,-2.662593906279653311e-04,-1.859977807430137593e-21,-5.333979497663676739e-04,-1.094183605164289474e-02,-9.071549284271895885e-04,-1.085315365344285965e-02,-3.744004352483898401e-04,2.818147186189889908e-04,3.477027057670056820e-04,1.093527954071760178e-02,-4.030877025797963142e-04
-8.423662781715393066e-01,2.263178490102291107e-02,6.723350882530212402e-01,-3.655319233075715601e-05,1.791226168279536068e-05,1.521004160167649388e-04,1.000000000000000000e+00,7.120787631720304489e-04,1.094262208789587021e-02,-2.662593906279653311e-04,2.384976740637899896e-20,-5.333979497663676739e-04,-1.094183605164289474e-02,-9.071549284271895885e-04,-1.085315365344285965e-02,-3.744004352483898401e-04,2.818147186189889908e-04,3.477027057670056820e-04,1.093527954071760178e-02,-4.030877025797963142e-04
