-8.777348518371582031e+00,-2.274045228958129883e+00,6.616261005401611328e-01,2.043241169303655624e-03,-1.944712945260107517e-03,-9.979268908500671387e-01,-6.429604440927505493e-02,-2.292511053383350372e-03,-1.914833672344684601e-02,9.509823471307754517e-02,2.172336913645267487e-02,-1.024454738944768906e-02,1.524595823138952255e-02,-3.617641329765319824e-02,9.472761303186416626e-03,1.142706722021102905e-01,-2.589870961642676066e-19,3.935759514570236206e-02,-9.506165981292724609e-03,-6.802934408187866211e-02,5.084250587970018387e-03,-1.048105955123901367e-01,2.635555267333984375e-01,1.570799946784973145e+00,-4.850289970636367798e-02,5.480502918362617493e-02,-3.130709752440452576e-02,1.570799946784973145e+00
-8.777589797973632812e+00,-2.274105310440063477e+00,6.616225838661193848e-01,2.101036952808499336e-03,-1.827309723012149334e-03,-9.979102015495300293e-01,-6.455637514591217041e-02,-2.315564081072807312e-03,-1.898138411343097687e-02,9.559906274080276489e-02,2.156160585582256317e-02,-1.030219811946153641e-02,1.532074436545372009e-02,-3.641377389430999756e-02,9.825037792325019836e-03,1.147595569491386414e-01,6.181458679062834337e-20,3.947911038994789124e-02,-9.411188773810863495e-03,-6.785672158002853394e-02,5.634189117699861526e-03,-1.043559238314628601e-01,2.626752853393554688e-01,1.570799946784973145e+00,-4.756838455796241760e-02,5.473550036549568176e-02,-3.053858131170272827e-02,1.570799946784973145e+00
-8.777471542358398438e+00,-2.274048566818237305e+00,6.616217494010925293e-01,2.290608594194054604e-03,-1.687065698206424713e-03,-9.978705048561096191e-01,-6.516452133655548096e-02,-2.313822973519563675e-03,-1.859264820814132690e-02,9.699981659650802612e-02,2.167289145290851593e-02,-1.079308334738016129e-02,1.522036828100681305e-02,-3.703503310680389404e-02,1.019466016441583633e-02,1.161405444145202637e-01,3.903431447931411208e-19,3.990623354911804199e-02,-9.407187812030315399e-03,-6.803379207849502563e-02,6.796976085752248764e-03,-1.036265343427658081e-01,2.615965902805328369e-01,1.570799946784973145e+00,-4.622500389814376831e-02,5.462832748889923096e-02,-2.883724123239517212e-02,1.570799946784973145e+00
-8.777352333068847656e+00,-2.273989677429199219e+00,6.616200804710388184e-01,2.436338691040873528e-03,-1.619519665837287903e-03,-9.978246092796325684e-01,-6.586004793643951416e-02,-2.284684218466281891e-03,-1.848546229302883148e-02,9.803316742181777954e-02,2.142081782221794128e-02,-1.046765781939029694e-02,1.526006869971752167e-02,-3.750573843717575073e-02,1.035025063902139664e-02,1.171717196702957153e-01,-2.834177204596564253e-19,4.008287191390991211e-02,-9.528643451631069183e-03,-6.751225143671035767e-02,7.235866505652666092e-03,-1.031203418970108032e-01,2.608756422996520996e-01,1.570799946784973145e+00,-4.491480439901351929e-02,5.449978262186050415e-02,-2.749388292431831360e-02,1.570799946784973145e+00
-8.777534484863281250e+00,-2.274052858352661133e+00,6.616117954254150391e-01,2.496897242963314056e-03,-1.549962908029556274e-03,-9.977668523788452148e-01,-6.672867387533187866e-02,-1.979340333491563797e-03,-1.813646778464317322e-02,9.992072731256484985e-02,2.124521695077419281e-02,-1.017698738723993301e-02,1.504539046436548233e-02,-3.783354535698890686e-02,1.060126163065433502e-02,1.188951879739761353e-01,3.292418720338690524e-19,4.046380892395973206e-02,-9.364073164761066437e-03,-6.646738946437835693e-02,7.686370983719825745e-03,-1.027534902095794678e-01,2.603318393230438232e-01,1.570799946784973145e+00,-4.395410418510437012e-02,5.436344444751739502e-02,-2.612654119729995728e-02,1.570799946784973145e+00
-8.777536392211914062e+00,-2.274055719375610352e+00,6.616075038909912109e-01,2.646472305059432983e-03,-1.442699693143367767e-03,-9.977257251739501953e-01,-6.733690202236175537e-02,-1.946972100995481014e-03,-1.805163174867630005e-02,1.009594798088073730e-01,2.116327174007892609e-02,-1.004385389387607574e-02,1.518276240676641464e-02,-3.848806396126747131e-02,1.100016944110393524e-02,1.200970187783241272e-01,-3.356228983754679616e-19,4.065208509564399719e-02,-9.459856897592544556e-03,-6.542030721902847290e-02,8.032962679862976074e-03,-1.024491041898727417e-01,2.601422667503356934e-01,1.570799946784973145e+00,-4.336977750062942505e-02,5.410873517394065857e-02,-2.535750530660152435e-02,1.570799946784973145e+00
-8.777538299560546875e+00,-2.274055719375610352e+00,6.616657972335815430e-01,2.699260367080569267e-03,-1.364474184811115265e-03,-9.976903796195983887e-01,-6.785830855369567871e-02,-2.058868529275059700e-03,-1.788949966430664062e-02,1.019907742738723755e-01,2.101438120007514954e-02,-9.708491154015064240e-03,1.516347657889127731e-02,-3.904272988438606262e-02,1.088273432105779648e-02,1.211645603179931641e-01,-2.099646119775274845e-19,4.094001650810241699e-02,-9.302896447479724884e-03,-6.524724513292312622e-02,7.787253707647323608e-03,-1.024316772818565369e-01,2.599821686744689941e-01,1.570799946784973145e+00,-4.275910556316375732e-02,5.396623909473419189e-02,-2.459125593304634094e-02,1.570799946784973145e+00
-8.777539253234863281e+00,-2.274058103561401367e+00,6.616594195365905762e-01,2.798123750835657120e-03,-1.295357360504567623e-03,-9.976783990859985352e-01,-6.803162395954132080e-02,-2.174928784370422363e-03,-1.772382482886314392e-02,1.025129929184913635e-01,2.099378593266010284e-02,-9.747255593538284302e-03,1.496720965951681137e-02,-3.910516947507858276e-02,1.122678443789482117e-02,1.214992627501487732e-01,3.402111658357230370e-19,4.097646474838256836e-02,-9.304881095886230469e-03,-6.489896029233932495e-02,7.696785498410463333e-03,-1.017897799611091614e-01,2.585964202880859375e-01,1.570799946784973145e+00,-4.253312945365905762e-02,5.412804335355758667e-02,-2.418142743408679962e-02,1.570799946784973145e+00
-8.777480125427246094e+00,-2.274059057235717773e+00,6.616585850715637207e-01,2.930948743596673012e-03,-1.310111256316304207e-03,-9.976661801338195801e-01,-6.820508837699890137e-02,-2.365076215937733650e-03,-1.772925630211830139e-02,1.028610020875930786e-01,2.095716819167137146e-02,-9.780601598322391510e-03,1.494827028363943100e-02,-3.948592394590377808e-02,1.124397106468677521e-02,1.218558251857757568e-01,-4.279318344899875199e-19,4.108808934688568115e-02,-9.311719797551631927e-03,-6.472546607255935669e-02,7.270284462720155716e-03,-1.010622754693031311e-01,2.570501565933227539e-01,1.570799946784973145e+00,-4.262763634324073792e-02,5.447449535131454468e-02,-2.415364980697631836e-02,1.570799946784973145e+00
-8.777541160583496094e+00,-2.274119138717651367e+00,6.616582274436950684e-01,2.983223414048552513e-03,-1.233153161592781544e-03,-9.976661205291748047e-01,-6.820460408926010132e-02,-2.305206609889864922e-03,-1.763883791863918304e-02,1.028473153710365295e-01,2.084512077271938324e-02,-9.791728109121322632e-03,1.503195613622665405e-02,-3.952617570757865906e-02,1.141634583473205566e-02,1.220099404454231262e-01,-2.320754470191025505e-19,4.119949042797088623e-02,-9.304621256887912750e-03,-6.472619622945785522e-02,6.577075924724340439e-03,-1.006478890776634216e-01,2.551638185977935791e-01,1.570799946784973145e+00,-4.259590432047843933e-02,5.445872247219085693e-02,-2.395050041377544403e-02,1.570799946784973145e+00
-8.777542114257812500e+00,-2.274119615554809570e+00,6.616554260253906250e-01,3.037904389202594757e-03,-1.113196485675871372e-03,-9.976661205291748047e-01,-6.820464879274368286e-02,-2.581478329375386238e-03,-1.748478226363658905e-02,1.028622165322303772e-01,2.066292427480220795e-02,-9.612037800252437592e-03,1.512403134256601334e-02,-3.985298052430152893e-02,1.174393482506275177e-02,1.219943761825561523e-01,-3.107012906877406364e-19,4.125065729022026062e-02,-9.387897327542304993e-03,-6.472539156675338745e-02,6.191913969814777374e-03,-1.002271771430969238e-01,2.541191875934600830e-01,1.570799946784973145e+00,-4.254169389605522156e-02,5.438266694545745850e-02,-2.374174818396568298e-02,1.570799946784973145e+00
-8.777363777160644531e+00,-2.274120330810546875e+00,6.616539359092712402e-01,3.003709716722369194e-03,-1.026706653647124767e-03,-9.976544380187988281e-01,-6.837808340787887573e-02,-2.444644458591938019e-03,-1.732189767062664032e-02,1.032159030437469482e-01,2.062287740409374237e-02,-9.623858146369457245e-03,1.510864589363336563e-02,-3.999223187565803528e-02,1.176663860678672791e-02,1.223498806357383728e-01,-2.024518345368941087e-19,4.146030917763710022e-02,-9.227931499481201172e-03,-6.437733769416809082e-02,6.380501668900251389e-03,-1.002065688371658325e-01,2.535620033740997314e-01,1.570799946784973145e+00,-4.230226203799247742e-02,5.455761030316352844e-02,-2.369663678109645844e-02,1.570799946784973145e+00
-8.777425765991210938e+00,-2.274121761322021484e+00,6.616547703742980957e-01,3.056425834074616432e-03,-9.104535565711557865e-04,-9.976544380187988281e-01,-6.837767362594604492e-02,-2.560494234785437584e-03,-1.692498475313186646e-02,1.032119318842887878e-01,2.083593606948852539e-02,-9.813749231398105621e-03,1.495327614247798920e-02,-4.018326103687286377e-02,1.207441557198762894e-02,1.223428547382354736e-01,2.836657453964516222e-19,4.155683517456054688e-02,-9.294680319726467133e-03,-6.455298513174057007e-02,6.269101519137620926e-03,-9.986666589975357056e-02,2.530117928981781006e-01,1.570799946784973145e+00,-4.205388948321342468e-02,5.463481694459915161e-02,-2.365942299365997314e-02,1.570799946784973145e+00
