7.948919534683227539e-01,9.430735558271408081e-02,8.680304884910583496e-01,-1.644753664731979370e-02,-2.271802164614200592e-02,6.976382136344909668e-01,-7.159010767936706543e-01,5.889705568552017212e-02,-3.038424625992774963e-02,7.339873909950256348e-02,-5.449044983834028244e-03,-1.219145767390727997e-02,-3.708686679601669312e-02,-8.539973641745746136e-04,-8.408504538238048553e-03,-7.067054510116577148e-02,-1.740000024437904358e-02,6.679077167063951492e-03,2.284180372953414917e-02,-1.502940617501735687e-02,1.826328225433826447e-02,-4.451470077037811279e-02,4.689016565680503845e-02,1.317272484302520752e-01,2.052922397851943970e-01,1.245241403579711914e+00,-3.023394756019115448e-02,3.353747352957725525e-02,-4.272481054067611694e-02,3.818639740347862244e-02,-1.504661440849304199e-01,-7.005984336137771606e-02,1.322809576988220215e+00,5.216899886727333069e-02,1.387365628033876419e-03,-6.788712739944458008e-02
7.961875200271606445e-01,9.489160031080245972e-02,8.680999279022216797e-01,-1.672559976577758789e-02,-2.299755811691284180e-02,6.968857645988464355e-01,-7.166181802749633789e-01,5.716554075479507446e-02,-3.374075144529342651e-02,7.243160903453826904e-02,-2.503498457372188568e-03,-1.335236988961696625e-02,-3.590601310133934021e-02,-2.901230240240693092e-03,-9.760256856679916382e-03,-7.423123717308044434e-02,-1.740000024437904358e-02,7.461678236722946167e-03,2.637974917888641357e-02,-1.498177740722894669e-02,1.902822405099868774e-02,-4.444712400436401367e-02,4.683361575007438660e-02,1.317341774702072144e-01,2.045170366764068604e-01,1.246874690055847168e+00,-3.066915646195411682e-02,3.458474949002265930e-02,-4.354064166545867920e-02,3.817234560847282410e-02,-1.514366120100021362e-01,-7.099309563636779785e-02,1.324369192123413086e+00,5.266761407256126404e-02,-1.007571117952466011e-03,-6.637904047966003418e-02
7.981228232383728027e-01,9.564733505249023438e-02,8.681434392929077148e-01,-1.680225133895874023e-02,-2.317123487591743469e-02,6.966774463653564453e-01,-7.168132662773132324e-01,5.464353412389755249e-02,-3.594349697232246399e-02,7.151842117309570312e-02,-5.748964031226933002e-04,-1.531997974961996078e-02,-3.390922769904136658e-02,-5.656781140714883804e-03,-1.101783569902181625e-02,-7.776248455047607422e-02,-1.740000024437904358e-02,8.096560835838317871e-03,3.047360852360725403e-02,-1.488130632787942886e-02,2.095520868897438049e-02,-4.382968321442604065e-02,4.700364172458648682e-02,1.309855878353118896e-01,2.054268717765808105e-01,1.249848246574401855e+00,-3.036231361329555511e-02,3.765803202986717224e-02,-4.530279710888862610e-02,3.762929141521453857e-02,-1.530842781066894531e-01,-7.213264703750610352e-02,1.324461817741394043e+00,5.287878215312957764e-02,-1.132121775299310684e-03,-6.406870484352111816e-02
8.014787435531616211e-01,9.659358114004135132e-02,8.682199716567993164e-01,-1.617042720317840576e-02,-2.280751802027225494e-02,6.968225240707397461e-01,-7.166985273361206055e-01,5.031493306159973145e-02,-3.555040806531906128e-02,6.890866160392761230e-02,1.075065010809339583e-04,-1.884943619370460510e-02,-3.056087344884872437e-02,-1.018859352916479111e-02,-1.247132942080497742e-02,-8.109460026025772095e-02,-1.407270692288875580e-02,7.247994188219308853e-03,3.550364822149276733e-02,-1.466410793364048004e-02,2.308594249188899994e-02,-4.184585809707641602e-02,4.939438030123710632e-02,1.306751221418380737e-01,2.074243575334548950e-01,1.254644513130187988e+00,-3.103474155068397522e-02,4.239343106746673584e-02,-4.745013639330863953e-02,3.677064925432205200e-02,-1.562438011169433594e-01,-7.358864694833755493e-02,1.322384834289550781e+00,5.162585899233818054e-02,2.745903912000358105e-04,-6.249820068478584290e-02
8.045930862426757812e-01,9.736707061529159546e-02,8.682677745819091797e-01,-1.548943575471639633e-02,-2.246374823153018951e-02,6.971729397773742676e-01,-7.163835763931274414e-01,4.636531323194503784e-02,-3.415953740477561951e-02,6.486249715089797974e-02,-6.210688734427094460e-04,-2.054904028773307800e-02,-2.642563357949256897e-02,-1.442838832736015320e-02,-1.601816155016422272e-02,-8.282694220542907715e-02,-6.029470358043909073e-03,3.614144865423440933e-03,3.924058377742767334e-02,-1.426757406443357468e-02,2.424633316695690155e-02,-4.039014130830764771e-02,5.181693285703659058e-02,1.300300359725952148e-01,2.077139168977737427e-01,1.259698867797851562e+00,-3.280846029520034790e-02,4.776996374130249023e-02,-4.788031056523323059e-02,3.489790856838226318e-02,-1.590984016656875610e-01,-7.621965557336807251e-02,1.319905996322631836e+00,4.991438612341880798e-02,2.996218390762805939e-03,-6.183001026511192322e-02
8.081084489822387695e-01,9.816390275955200195e-02,8.682849407196044922e-01,-1.444461010396480560e-02,-2.193641290068626404e-02,6.978166699409484863e-01,-7.157946825027465820e-01,4.226493835449218750e-02,-3.180053830146789551e-02,6.051075085997581482e-02,-1.810089102946221828e-03,-2.086975425481796265e-02,-2.194940298795700073e-02,-1.918385177850723267e-02,-2.174935676157474518e-02,-8.460880070924758911e-02,7.611194159835577011e-03,-2.938022604212164879e-03,4.306006431579589844e-02,-1.416958495974540710e-02,2.487407065927982330e-02,-3.839588910341262817e-02,5.462071299552917480e-02,1.297226846218109131e-01,2.082703113555908203e-01,1.266243577003479004e+00,-3.299802169203758240e-02,5.440265312790870667e-02,-4.837305471301078796e-02,3.351810574531555176e-02,-1.625341773033142090e-01,-8.141993731260299683e-02,1.314732313156127930e+00,4.623425006866455078e-02,8.973080664873123169e-03,-6.064672768115997314e-02
8.132970333099365234e-01,9.980870783329010010e-02,8.685116171836853027e-01,-1.308888383209705353e-02,-2.178176678717136383e-02,7.004902958869934082e-01,-7.132093310356140137e-01,3.743484988808631897e-02,-2.862203866243362427e-02,6.015776470303535461e-02,-5.461012944579124451e-03,-1.787898689508438110e-02,-1.968543604016304016e-02,-2.639931440353393555e-02,-3.759621083736419678e-02,-8.369813114404678345e-02,3.738330304622650146e-02,-1.695536077022552490e-02,5.271316319704055786e-02,-1.322605367749929428e-02,2.769933082163333893e-02,-3.545100614428520203e-02,5.813418328762054443e-02,1.289469301700592041e-01,2.098260372877120972e-01,1.276520848274230957e+00,-3.238226100802421570e-02,6.531471014022827148e-02,-4.832835495471954346e-02,3.013925999402999878e-02,-1.682362556457519531e-01,-8.998299390077590942e-02,1.305388689041137695e+00,4.208820313215255737e-02,1.994840614497661591e-02,-6.317157298326492310e-02
8.171764612197875977e-01,1.013909056782722473e-01,8.689739108085632324e-01,-1.165099535137414932e-02,-2.181208133697509766e-02,7.045819163322448730e-01,-7.091916203498840332e-01,3.452662378549575806e-02,-2.422046847641468048e-02,6.665491312742233276e-02,-1.122693344950675964e-02,-1.261846255511045456e-02,-1.710952073335647583e-02,-3.262459859251976013e-02,-5.891482904553413391e-02,-8.323501050472259521e-02,7.705509662628173828e-02,-3.922648727893829346e-02,6.963516771793365479e-02,-1.253332290798425674e-02,3.313782438635826111e-02,-3.194367140531539917e-02,6.103272363543510437e-02,1.291761994361877441e-01,2.118311673402786255e-01,1.285324215888977051e+00,-3.239183872938156128e-02,7.500554621219635010e-02,-4.875833913683891296e-02,2.659173496067523956e-02,-1.716520935297012329e-01,-9.738733619451522827e-02,1.297873497009277344e+00,3.977677226066589355e-02,2.895695529878139496e-02,-6.847001612186431885e-02
8.205528259277343750e-01,1.031537726521492004e-01,8.693838119506835938e-01,-9.920773096382617950e-03,-2.178425900638103485e-02,7.103511095046997070e-01,-7.034403681755065918e-01,3.240633383393287659e-02,-1.881418935954570770e-02,7.695471495389938354e-02,-1.739688962697982788e-02,-8.153842762112617493e-03,-1.259473897516727448e-02,-4.055004566907882690e-02,-9.149647504091262817e-02,-7.689232379198074341e-02,1.417104303836822510e-01,-8.796323835849761963e-02,1.136298999190330505e-01,-1.294351089745759964e-02,4.107445850968360901e-02,-2.804215624928474426e-02,6.597566604614257812e-02,1.315594613552093506e-01,2.164111137390136719e-01,1.293978095054626465e+00,-3.054012730717658997e-02,8.481257408857345581e-02,-4.668305814266204834e-02,2.280240505933761597e-02,-1.735319048166275024e-01,-1.037129238247871399e-01,1.291136145591735840e+00,3.717793896794319153e-02,3.767679631710052490e-02,-7.038199901580810547e-02
8.230661749839782715e-01,1.054795011878013611e-01,8.696839213371276855e-01,-7.074283435940742493e-03,-2.165578305721282959e-02,7.179611921310424805e-01,-6.957101821899414062e-01,3.345264121890068054e-02,-1.458963938057422638e-02,9.183055162429809570e-02,-1.740000024437904358e-02,-9.008110500872135162e-03,-7.838044315576553345e-03,-5.280500277876853943e-02,-1.394485682249069214e-01,-6.859518587589263916e-02,2.405703365802764893e-01,-1.746280193328857422e-01,2.144978493452072144e-01,-1.478661037981510162e-02,4.843359440565109253e-02,-2.162944711744785309e-02,7.557842135429382324e-02,1.411929130554199219e-01,2.236039489507675171e-01,1.302680253982543945e+00,-3.412109240889549255e-02,9.355509281158447266e-02,-4.366218298673629761e-02,1.579181663691997528e-02,-1.724632382392883301e-01,-1.093244031071662903e-01,1.284320712089538574e+00,3.985977917909622192e-02,4.829182103276252747e-02,-7.301367819309234619e-02
